X(m),Y(m),Z(m),Distance(m),Capacity(MBit/sec),DelaySpread(sec),Interference (dB),Noise (dB),SNR (dB),SIR (dB),SINR (dB),Environment,Base Station Type,Base Station Code,Base Station Coordinates,Total Capacity (Gbps),Total Bandwidth (GHz),number of interfaces,Net delay(ms)
620.0,1830.0,300.0,455.031,383.1474,8.18547e-09,-250.0,-87.9897,4.429601,166.4399,4.429601,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
630.0,320.0,300.0,421.557,156.7981,1.30169e-08,-250.0,-87.9897,-1.415306,160.595,-1.415306,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
630.0,810.0,300.0,402.225,440.9805,3.67723e-08,-250.0,-87.9897,5.575594,167.5859,5.575594,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
630.0,1150.0,300.0,726.378,205.286,4.47931e-08,-250.0,-87.9897,0.1576936,162.168,0.1576936,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
630.0,1430.0,300.0,378.583,454.1997,4.16354e-08,-250.0,-87.9897,5.828098,167.8384,5.828098,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
630.0,1900.0,300.0,292.154,549.915,2.96862e-08,-250.0,-87.9897,7.5779,169.5882,7.5779,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
640.0,390.0,300.0,99890.6,392.849,4.60887e-07,-250.0,-96.22878,39.41928,193.1905,39.41928,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
640.0,870.0,300.0,461.004,368.7868,7.82177e-08,-250.0,-87.9897,4.132789,166.1431,4.132789,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
640.0,1190.0,300.0,767.362,223.5726,3.83417e-08,-250.0,-87.9897,0.6827963,162.6931,0.6827963,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
640.0,1480.0,300.0,470.992,368.6625,6.30329e-09,-250.0,-87.9897,4.130195,166.1405,4.130195,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
640.0,1970.0,300.0,421.733,367.5609,2.34051e-08,-250.0,-87.9897,4.107193,166.1175,4.107193,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
650.0,470.0,300.0,182.497,722.0739,4.70155e-08,-250.0,-87.9897,10.4973,172.5076,10.4973,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
650.0,930.0,300.0,520.255,350.0086,6.1835e-08,-250.0,-87.9897,3.735899,165.7462,3.735899,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
650.0,1230.0,300.0,808.372,189.6199,4.83867e-09,-250.0,-87.9897,-0.3183045,161.692,-0.3183045,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
650.0,1540.0,300.0,462.096,366.7577,1.69291e-08,-250.0,-87.9897,4.090399,166.1007,4.090399,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
660.0,30.0,300.0,667.301,291.5068,3.89356e-08,-250.0,-87.9897,2.421402,164.4317,2.421402,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
660.0,570.0,150.0,228.659,666.0647,6.59563e-08,-250.0,-87.9897,9.570497,171.5808,9.570497,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
660.0,1020.0,300.0,780.611,187.0403,2.07052e-08,-250.0,-87.9897,-0.3993,161.611,-0.3993,dense urban air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
660.0,1340.0,150.0,315.286,530.4245,5.05016e-08,-250.0,-87.9897,7.231201,169.2415,7.231201,urban high rise air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
660.0,1740.0,150.0,466.554,375.9289,1.85065e-08,-250.0,-87.9897,4.281095,166.2914,4.281095,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
670.0,230.0,150.0,426.814,456.0393,6.05558e-07,-250.0,-87.9897,5.862993,167.8733,5.862993,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
670.0,780.0,300.0,484.087,305.9434,1.5356e-08,-250.0,-87.9897,2.758392,164.7687,2.758392,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
670.0,1180.0,300.0,768.179,276.2626,5.60083e-09,-250.0,-87.9897,2.054895,164.0652,2.054895,dense urban air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
670.0,1530.0,2.0,89.8554,858.7305,1.65607e-07,-250.0,-87.9897,12.69789,174.7082,12.69789,urban high rise ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
680.0,80.0,300.0,99892.8,385.7503,8.37754e-07,-250.0,-96.22878,38.70689,192.4781,38.70689,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
680.0,630.0,150.0,523.412,473.5043,2.60758e-07,-250.0,-87.9897,6.191496,168.2018,6.191496,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
680.0,1080.0,150.0,406.583,635.9525,9.04512e-08,-250.0,-87.9897,9.064201,171.0745,9.064201,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
680.0,1410.0,300.0,99889.4,418.1858,1.12685e-06,-250.0,-96.22878,41.96188,195.7331,41.96188,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
680.0,1940.0,150.0,309.506,553.5897,7.29843e-08,-250.0,-87.9897,7.642797,169.6531,7.642797,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
690.0,450.0,300.0,704.613,282.3439,1.61706e-08,-250.0,-87.9897,2.202495,164.2128,2.202495,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
690.0,980.0,300.0,580.246,296.7937,4.1883e-08,-250.0,-87.9897,2.545894,164.5562,2.545894,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
690.0,1320.0,2.0,928.563,0.02261293,2.7665e-07,-250.0,-87.9897,-41.05831,120.952,-41.05831,urban high rise ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
690.0,1780.0,2.0,546.294,89.86148,6.12834e-08,-250.0,-87.9897,-4.372498,157.6378,-4.372498,urban high rise ground,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
700.0,300.0,300.0,267.554,600.5478,1.30298e-07,-250.0,-87.9897,8.460401,170.4707,8.460401,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
700.0,780.0,300.0,99888.7,370.8499,9.90783e-07,-250.0,-96.22878,37.21149,190.9827,37.21149,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
700.0,1130.0,300.0,564.987,234.2064,1.53503e-08,-250.0,-87.9897,0.9750972,162.9854,0.9750972,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
700.0,1410.0,300.0,607.798,365.3727,1.24039e-08,-250.0,-87.9897,4.061397,166.0717,4.061397,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
700.0,1870.0,300.0,453.067,394.2383,1.33027e-08,-250.0,-87.9897,4.655193,166.6655,4.655193,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
710.0,370.0,300.0,755.86,201.0748,1.17178e-08,-250.0,-87.9897,0.032295,162.0426,0.032295,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
710.0,840.0,300.0,99888.6,343.1813,1.05395e-06,-250.0,-96.22878,34.43439,188.2056,34.43439,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
710.0,1170.0,300.0,600.874,286.0361,1.0604e-08,-250.0,-87.9897,2.291196,164.3015,2.291196,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
710.0,1460.0,300.0,213.34,679.0144,5.2571e-08,-250.0,-87.9897,9.786399,171.7967,9.786399,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
710.0,1940.0,300.0,99892.9,417.9497,7.36918e-07,-250.0,-96.22878,41.93818,195.7094,41.93818,urban high rise air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
720.0,450.0,300.0,245.856,645.523,6.30085e-08,-250.0,-87.9897,9.225792,171.2361,9.225792,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
720.0,940.0,2.0,308.568,7.31406,5.15374e-07,-250.0,-87.9897,-15.9053,146.105,-15.9053,dense urban ground,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
720.0,1280.0,150.0,681.542,3.226588,1.47773e-07,-250.0,-87.9897,-19.49031,142.52,-19.49031,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
720.0,1640.0,150.0,88.2836,417.4043,6.67596e-08,-250.0,-87.9897,5.117096,167.1274,5.117096,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
730.0,130.0,150.0,100042.0,428.6672,4.91798e-07,-250.0,-96.22878,43.01368,196.7849,43.01368,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
730.0,680.0,300.0,286.618,17.32104,6.1457e-08,-250.0,-87.9897,-12.0853,149.925,-12.0853,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
730.0,1110.0,300.0,438.144,367.8435,2.0876e-08,-250.0,-87.9897,4.113096,166.1234,4.113096,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
730.0,1450.0,150.0,218.298,658.1606,2.5826e-08,-250.0,-87.9897,9.438194,171.4485,9.438194,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
730.0,2000.0,150.0,357.707,487.6571,3.21047e-08,-250.0,-87.9897,6.454195,168.4645,6.454195,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
740.0,510.0,300.0,313.449,64.08718,3.48653e-08,-250.0,-87.9897,-6.043106,155.9672,-6.043106,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
740.0,1010.0,300.0,99888.4,395.7468,1.14501e-06,-250.0,-96.22878,39.71009,193.4813,39.71009,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
740.0,1350.0,300.0,767.34,252.53,1.40745e-08,-250.0,-87.9897,1.459297,163.4696,1.459297,urban high rise air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
740.0,1830.0,150.0,194.767,694.7686,2.34237e-08,-250.0,-87.9897,10.0477,172.058,10.0477,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
750.0,350.0,2.0,775.765,1.808476,3.2204e-07,-250.0,-87.9897,-22.0153,139.995,-22.0153,sea surface,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
750.0,890.0,150.0,600.841,253.9856,3.53951e-07,-250.0,-87.9897,1.496795,163.5071,1.496795,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
750.0,1250.0,2.0,100187.0,316.53,5.19389e-08,-250.0,-96.22878,31.75878,185.53,31.75878,urban high rise ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
750.0,1670.0,300.0,547.461,335.5809,5.65356e-08,-250.0,-87.9897,3.423494,165.4338,3.423494,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
760.0,200.0,150.0,100042.0,427.328,4.10083e-07,-250.0,-96.22878,42.87929,196.6505,42.87929,sea sky,Satellite,Satellite,xxx,40.233,2.5,400,20.0
760.0,710.0,150.0,472.848,358.0761,8.22206e-09,-250.0,-87.9897,3.907694,165.918,3.907694,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
760.0,1080.0,150.0,466.283,706.3082,4.2334e-07,-250.0,-87.9897,10.23819,172.2485,10.23819,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
760.0,1360.0,150.0,739.398,409.0898,2.11215e-07,-250.0,-87.9897,4.952692,166.963,4.952692,urban high rise air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
760.0,1780.0,150.0,453.32,565.1416,1.62425e-08,-250.0,-87.9897,7.845901,169.8562,7.845901,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
770.0,280.0,150.0,335.447,499.6868,1.12071e-08,-250.0,-87.9897,6.675199,168.6855,6.675199,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
770.0,770.0,150.0,432.903,387.4801,2.61411e-08,-250.0,-87.9897,4.518093,166.5284,4.518093,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
770.0,1120.0,150.0,485.015,574.3872,3.86709e-07,-250.0,-87.9897,8.007492,170.0178,8.007492,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
770.0,1400.0,150.0,779.84,213.8994,2.18891e-07,-250.0,-87.9897,0.408796,162.4191,0.408796,urban high rise air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
770.0,1850.0,150.0,394.728,784.729,7.97869e-08,-250.0,-87.9897,11.5153,173.5256,11.5153,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
780.0,350.0,150.0,797.938,201.0716,6.65549e-09,-250.0,-87.9897,0.03219939,162.0425,0.03219939,sea sky,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
780.0,860.0,300.0,669.828,275.4162,2.45351e-08,-250.0,-87.9897,2.0342,164.0445,2.0342,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
780.0,1230.0,2.0,604.28,0.02271205,6.97299e-07,-250.0,-87.9897,-41.03931,120.971,-41.03931,dense urban ground,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
780.0,1550.0,300.0,585.844,281.569,1.84907e-08,-250.0,-87.9897,2.183794,164.1941,2.183794,urban high rise air,ABS,ABS urban high rise1,208 1652 225,80.448,2.0,600,1.2
790.0,40.0,300.0,670.723,292.7881,1.92006e-08,-250.0,-87.9897,2.45169,164.462,2.45169,sea sky,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
790.0,580.0,150.0,636.459,310.8863,6.38298e-07,-250.0,-87.9897,2.871698,164.882,2.871698,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
790.0,1050.0,150.0,490.49,663.1465,4.44952e-07,-250.0,-87.9897,9.521698,171.532,9.521698,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
790.0,1380.0,300.0,687.386,287.2203,2.14548e-08,-250.0,-87.9897,2.319502,164.3298,2.319502,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
790.0,1890.0,300.0,529.848,416.0797,3.50184e-08,-250.0,-87.9897,5.091003,167.1013,5.091003,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
800.0,400.0,300.0,389.346,116.9526,1.58638e-08,-250.0,-87.9897,-3.012101,158.9982,-3.012101,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
800.0,940.0,150.0,562.414,369.3671,3.22218e-07,-250.0,-87.9897,4.144891,166.1552,4.144891,dense urban air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
800.0,1290.0,150.0,724.527,0.2426565,3.86217e-07,-250.0,-87.9897,-30.7503,131.26,-30.7503,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
800.0,1730.0,150.0,113.728,693.7229,1.64051e-08,-250.0,-87.9897,10.0304,172.0407,10.0304,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
810.0,260.0,300.0,379.111,478.0121,4.68225e-08,-250.0,-87.9897,6.275495,168.2858,6.275495,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
810.0,800.0,150.0,100038.0,396.2908,6.59263e-07,-250.0,-96.22878,39.76468,193.5359,39.76468,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
810.0,1200.0,150.0,799.237,2.131907,3.69191e-07,-250.0,-87.9897,-21.29831,140.712,-21.29831,dense urban air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
810.0,1560.0,150.0,187.856,888.1207,8.95868e-08,-250.0,-87.9897,13.1628,175.1731,13.1628,urban high rise air,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
820.0,110.0,2.0,551.9,109.9623,9.38331e-08,-250.0,-87.9897,-3.335806,158.6745,-3.335806,sea surface,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
820.0,620.0,2.0,616.692,0.4388781,3.99659e-07,-250.0,-87.9897,-28.1753,133.835,-28.1753,dense urban ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
820.0,1020.0,2.0,508.972,0.6629406,3.4796e-07,-250.0,-87.9897,-26.38231,135.628,-26.38231,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
820.0,1270.0,2.0,274.325,4.850854,2.13621e-07,-250.0,-87.9897,-17.70731,144.303,-17.70731,urban high rise ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
820.0,1560.0,2.0,100188.0,397.6341,1.20887e-07,-250.0,-96.22878,39.89949,193.6707,39.89949,urban high rise ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
820.0,1990.0,2.0,874.888,0.01500939,6.14319e-08,-250.0,-87.9897,-42.8383,119.172,-42.8383,urban high rise ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
830.0,480.0,2.0,733.3,39.86203,1.4537e-08,-250.0,-87.9897,-8.293006,153.7173,-8.293006,dense urban ground,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
830.0,890.0,2.0,617.927,24.30547,5.09447e-08,-250.0,-87.9897,-10.5608,151.4495,-10.5608,dense urban ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
830.0,1130.0,2.0,520.724,0.02704294,9.60249e-07,-250.0,-87.9897,-40.2813,121.729,-40.2813,dense urban ground,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
830.0,1360.0,2.0,696.364,0.001386673,1.94539e-07,-250.0,-87.9897,-53.18229,108.828,-53.18229,urban high rise ground,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
830.0,1710.0,2.0,297.109,11.1899,3.74481e-07,-250.0,-87.9897,-14.0293,147.981,-14.0293,urban high rise ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
840.0,120.0,2.0,548.538,177.8931,9.90179e-08,-250.0,-87.9897,-0.6931081,161.3172,-0.6931081,sea surface,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
840.0,500.0,150.0,366.476,461.0949,3.96917e-08,-250.0,-87.9897,5.958599,167.9689,5.958599,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
840.0,860.0,2.0,100186.0,372.7709,2.60481e-07,-250.0,-96.22878,37.40428,191.1755,37.40428,dense urban ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
840.0,1150.0,300.0,791.281,174.6859,4.25163e-08,-250.0,-87.9897,-0.7986988,161.2116,-0.7986988,dense urban air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
840.0,1400.0,300.0,706.134,222.6067,1.66504e-08,-250.0,-87.9897,0.6557975,162.6661,0.6557975,urban high rise air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
840.0,1770.0,300.0,573.637,298.7269,3.01447e-08,-250.0,-87.9897,2.591098,164.6014,2.591098,urban high rise air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
850.0,160.0,300.0,466.524,309.6036,1.42636e-07,-250.0,-87.9897,2.842392,164.8527,2.842392,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
850.0,540.0,300.0,347.779,117.3649,1.49556e-08,-250.0,-87.9897,-2.993504,159.0168,-2.993504,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
850.0,930.0,2.0,917.127,16.65259,7.80027e-07,-250.0,-87.9897,-12.2613,149.749,-12.2613,dense urban ground,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
850.0,1200.0,150.0,100038.0,349.1636,6.85764e-07,-250.0,-96.22878,35.03488,188.8061,35.03488,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
850.0,1500.0,2.0,206.48,933.0639,4.71936e-08,-250.0,-87.9897,13.86939,175.8797,13.86939,urban high rise ground,BS,BS urban high rise 2,658 1479 75,281.567,10.0,2400,0.7
850.0,1980.0,300.0,347.036,488.5569,3.7139e-08,-250.0,-87.9897,6.470798,168.4811,6.470798,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
860.0,340.0,150.0,394.848,454.7846,4.18704e-08,-250.0,-87.9897,5.839199,167.8495,5.839199,sea sky,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
860.0,750.0,300.0,490.27,325.5139,5.67667e-08,-250.0,-87.9897,3.201297,165.2116,3.201297,dense urban air,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
860.0,1070.0,150.0,561.177,446.4213,5.29463e-08,-250.0,-87.9897,5.679897,167.6902,5.679897,dense urban air,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
860.0,1340.0,150.0,700.446,232.2467,5.11368e-09,-250.0,-87.9897,0.9218918,162.9322,0.9218918,urban high rise air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
860.0,1740.0,300.0,706.134,239.3504,5.31591e-08,-250.0,-87.9897,1.113399,163.1237,1.113399,urban high rise air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
870.0,150.0,2.0,100190.0,384.4918,5.91661e-08,-250.0,-96.22878,38.58058,192.3518,38.58058,sea surface,Satellite,Satellite,xxx,40.233,2.5,400,20.0
870.0,540.0,2.0,716.765,0.5469692,1.18085e-06,-250.0,-87.9897,-27.2183,134.792,-27.2183,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
870.0,930.0,300.0,452.294,253.3368,4.20294e-08,-250.0,-87.9897,1.480096,163.4904,1.480096,dense urban air,BS,BS dense urban2,661 638 25,225.253,10.0,2000,0.5
870.0,1200.0,300.0,864.164,0.01724094,2.51173e-07,-250.0,-87.9897,-42.23631,119.774,-42.23631,dense urban air,BS,BS urban high rise 1,314 1829 80,253.411,10.0,2400,0.7
870.0,1500.0,300.0,199.384,689.2053,1.1479e-08,-250.0,-87.9897,9.955591,171.9659,9.955591,urban high rise air,ABS,ABS urban high rise2,765 1652 225,72.403,2.0,600,1.2
870.0,1980.0,300.0,802.325,186.2933,1.18538e-07,-250.0,-87.9897,-0.4229035,161.5874,-0.4229035,urban high rise air,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
880.0,330.0,150.0,832.393,289.382,1.71798e-08,-250.0,-87.9897,2.371,164.3813,2.371,sea sky,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
880.0,700.0,2.0,521.084,229.3896,6.06851e-09,-250.0,-87.9897,0.8437954,162.8541,0.8437954,dense urban ground,ABS,ABS dense urban1,486 442 225,64.358,2.0,500,1.0
880.0,1000.0,2.0,567.954,3.446496,9.3312e-07,-250.0,-87.9897,-19.20231,142.808,-19.20231,dense urban ground,BS,BS dense urban1,314 990 48,202.728,10.0,2000,0.5
880.0,1210.0,300.0,1077.01,154.2185,4.03134e-08,-250.0,-87.9897,-1.5085,160.5018,-1.5085,dense urban air,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
880.0,1480.0,2.0,689.006,214.6655,4.1387e-09,-250.0,-87.9897,0.4307972,162.4411,0.4307972,urban high rise ground,ABS,ABS suburban,1530 1530 225,32.194,2.0,300,1.1
880.0,1890.0,2.0,100190.0,394.1156,2.69058e-09,-250.0,-96.22878,39.54639,193.3176,39.54639,urban high rise ground,Satellite,Satellite,xxx,40.233,2.5,400,20.0
890.0,230.0,150.0,853.474,270.2478,1.79304e-08,-250.0,-87.9897,1.90699,163.9173,1.90699,sea sky,BS,BS urban2,1678 537 35,151.213,10.0,1600,0.5
890.0,560.0,150.0,100039.0,410.3134,6.1893e-07,-250.0,-96.22878,41.17189,194.9431,41.17189,dense urban air,Satellite,Satellite,xxx,40.233,2.5,400,20.0
890.0,900.0,300.0,451.868,383.3523,1.20304e-08,-250.0,-87.9897,4.433797,166.4441,4.433797,dense urban air,ABS,ABS dense urban2,486 1088 225,57.922,2.0,500,1.0
